floor weight,floor dead load,floor live load,beam dead load,beam live load,leaning column dead load,leaning column live load
1981.71875,95.0,50.0,2375.0,1250.0,693.984375,316.40625
1961.09375,95.0,50.0,2375.0,1250.0,683.671875,316.40625
1689.53125,85.0,50.0,2125.0,1250.0,579.140625,316.40625
