joint 0,joint 1,joint 2,joint 3,joint 4,joint 5
2.634262535894284,1.9128496122977152,1.9175351038276547,1.9175351038276547,1.9128496122977152,2.634444667658758
1.8461547367350448,1.3551268102341432,1.3584975059728328,1.3584975059728328,1.3551268102341432,1.8462640472875276
NA,NA,NA,NA,NA,NA
