beam 0,beam 1,beam 2,beam 3,beam 4,beam 5,beam 6
0.7138322431021403,0.7068061433703712,0.7069911177145067,0.7068829947077879,0.7069000974340505,0.7065699240710919,0.7135136721205435
0.682434894028655,0.6850953004795416,0.6841751438503404,0.6840703108996383,0.6840559506259334,0.6849089256195596,0.6820881501031073
0.5891741845540458,0.6043160797717596,0.6033670545444932,0.6032523291512192,0.6033346204465261,0.6042674286248089,0.5891039106751169
0.340765031677301,0.35200753567528764,0.349527388852343,0.3495777474965356,0.34954955215262057,0.3520626736418318,0.3408531443101119
