joint 0,joint 1,joint 2,joint 3,joint 4
1.733519503101331,1.1463826706104452,1.1495320059029548,1.1463826706104452,1.733519503101331
1.87460068124977,1.1594334565738256,1.1631463849396566,1.1594334565738256,1.87460068124977
NA,NA,NA,NA,NA
