joint 0,joint 1,joint 2,joint 3,joint 4,joint 5,joint 6,joint 7
2.685510707965498,2.001791688086962,2.003398901275081,2.0034644979462,2.0034644979462,2.003398901275081,2.001791688086962,2.685634285646879
2.185269689083621,1.6241424249671421,1.6253290527327966,1.6253761160952795,1.6253761160952795,1.6253290527327966,1.6241424249671421,2.1853076468529053
2.0169837310177665,1.5447015368275325,1.545940135012249,1.5459402273243925,1.5459402273243925,1.545940135012249,1.5447015368275325,2.01696990682508
NA,NA,NA,NA,NA,NA,NA,NA
