floor weight,floor dead load,floor live load,beam dead load,beam live load,leaning column dead load,leaning column live load
7342.185,110.0,125.0,3630.0,4125.0,877.22625,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
7254.160000000001,110.0,125.0,3630.0,4125.0,855.2200000000001,871.8125
8960.49,140.0,20.0,4620.0,660.0,1020.4424999999999,139.49
