beam 0,beam 1,beam 2,beam 3
0.27202702702702697,0.2752941176470588,0.27521025437201896,0.27847734499205085
0.15584677276640269,0.15465296461039724,0.15497038997596568,0.15867635855030013
0.21081246432995496,0.21423462995901324,0.21421452323872864,0.2176563813059057
0.19604451809920312,0.1974303132765753,0.19770171655290958,0.20025947126921376
0.21995885897950987,0.22249278157225122,0.2226880942815053,0.22522201687424673
0.25714301908180615,0.2614473203602242,0.26191145538132127,0.26621575665973934
0.23567140600315958,0.2627310334692678,0.2557298945589478,0.28278952202505603
