joint 0,joint 1,joint 2,joint 3,joint 4
2.6848157149997474,1.7233555373084948,1.7292332965589363,1.7233555373084948,2.684858124420551
2.05030711447562,1.3383762043924972,1.3434905496825993,1.3383762043924972,2.050342974773009
1.9365032435195635,1.3274038896227343,1.3335771894578388,1.3274038896227343,1.936542918082734
1.9170799817502873,1.3997852521466283,1.4050177037551679,1.3997852521466283,1.9171095073015316
2.454093070971515,1.9471611133534044,1.9531861009004747,1.9471611133534044,2.4541082781005557
1.5820334905677567,1.439912427145933,1.4450543095537491,1.439912427145933,1.5820336337899608
NA,NA,NA,NA,NA
