joint 0,joint 1,joint 2,joint 3,joint 4
4.103127952599813,2.788615076147292,2.794536110944939,2.788615076147292,4.103127952599813
1.969655948611182,1.2804743403824685,1.282782722664554,1.2804743403824685,1.969655948611182
2.826405154302608,1.8863431120935883,1.8902969894403379,1.8863431120935883,2.826405154302608
2.392346766347975,1.5720585272097578,1.574985947356466,1.5720585272097578,2.392346766347975
2.382216950126053,1.681541852246324,1.6846176626244742,1.681541852246324,2.382216950126053
1.7964475046803219,1.282518300606633,1.2854800116191478,1.282518300606633,1.7964475046803219
NA,NA,NA,NA,NA
