joint 0,joint 1,joint 2,joint 3,joint 4,joint 5
2.5333612704569344,1.744265719362015,1.7467358532889257,1.7467358532889257,1.744265719362015,2.5333612704569344
NA,NA,NA,NA,NA,NA
