beam 0,beam 1,beam 2,beam 3,beam 4
0.18753975153661495,0.18517334241598546,0.18531711836828219,0.18471780199818344,0.1949733453271065
0.178400136239782,0.18521793823796548,0.18494550408719343,0.1846732515894641,0.1914910081743869
0.10906770950449979,0.11435903485229866,0.11386120946865161,0.11322659421311537,0.1210816447736461
