joint 0,joint 1,joint 2,joint 3,joint 4,joint 5
3.507046254445615,1.8100937637406365,1.812282103964426,1.812282103964426,1.8100937637406365,3.5073078532468664
2.3969875983943583,1.3214782580524083,1.322639786047604,1.322639786047604,1.3214782580524083,2.3970969014062398
NA,NA,NA,NA,NA,NA
