floor weight,floor dead load,floor live load,beam dead load,beam live load,leaning column dead load,leaning column live load
2494.73,135.0,125.0,4050.0,3750.0,639.865,515.5
2474.78,135.0,125.0,4050.0,3750.0,629.8900000000001,515.5
1280.51,70.0,20.0,2100.0,600.0,325.255,82.47999999999999
