joint 0,joint 1,joint 2,joint 3,joint 4,joint 5,joint 6,joint 7,joint 8
1.5241857389566618,1.1824250108161105,1.1801607532974256,1.1803507359293088,1.180361575875298,1.1803507359293088,1.1801607532974256,1.1824250108161105,1.5241857389566618
2.082173050154363,1.487517513311607,1.484788960986236,1.4850090210923617,1.4850199720471002,1.4850090210923617,1.484788960986236,1.487517513311607,2.082173050154363
2.0122058058639767,1.3225484678436472,1.3206783353892473,1.3208505508645119,1.3208584486805695,1.3208505508645119,1.3206783353892473,1.3225484678436472,2.0122058058639767
1.6072866720944319,1.3128119932383657,1.3117148384636486,1.3118364558606335,1.3118442650244477,1.3118364558606335,1.3117148384636486,1.3128119932383657,1.6072866720944319
1.69104410516831,1.2642806049904898,1.2639194180101303,1.2639925471308084,1.2640008402201568,1.2639925471308084,1.2639194180101303,1.2642806049904898,1.69104410516831
1.5805941929174236,1.1187426606626758,1.1190208618558533,1.1190534574945514,1.1190613062211954,1.1190534574945514,1.1190208618558533,1.1187426606626758,1.5805941929174236
2.0358656282820897,1.4057832005283395,1.4066797184796653,1.4066673747551182,1.4066772700991972,1.4066673747551182,1.4066797184796653,1.4057832005283395,2.0358656282820897
NA,NA,NA,NA,NA,NA,NA,NA,NA
