exterior column,interior column,beam
W12X136,W14X145,W18X86
W12X136,W14X145,W18X86
W12X136,W14X132,W18X65
W12X136,W14X132,W18X65
W12X96,W14X132,W14X68
W12X96,W14X132,W14X68
W12X35,W14X48,W12X35
W12X35,W14X48,W12X35
