joint 0,joint 1,joint 2,joint 3,joint 4,joint 5,joint 6,joint 7,joint 8
1.9713079180386077,1.3115249376116331,1.30657396310461,1.3066622738991143,1.3066743006945225,1.3066622738991143,1.30657396310461,1.3115249376116331,1.9713079180386077
2.131270098449391,1.2958902418624973,1.29137161779266,1.2914417072730888,1.2914517989302572,1.2914417072730888,1.29137161779266,1.2958902418624973,2.131270098449391
3.0454896787950347,1.7200160698590097,1.7153577588838171,1.7154013987284895,1.7154136825366197,1.7154013987284895,1.7153577588838171,1.7200160698590097,3.0454896787950347
2.625206535290381,1.7651554280830208,1.7622238407026283,1.7622260226948618,1.762235639623595,1.7622260226948618,1.7622238407026283,1.7651554280830208,2.625206535290381
2.6364533598394106,2.1823164403258577,2.1806948541375073,2.180677294909438,2.180686573780304,2.180677294909438,2.1806948541375073,2.1823164403258577,2.6364533598394106
1.8011549078882572,1.4557496652525126,1.4554986938788494,1.4554791270728624,1.4554850754183593,1.4554791270728624,1.4554986938788494,1.4557496652525126,1.8011549078882572
2.0326747091572006,1.6416140982649763,1.6424075427438884,1.6423422462584545,1.6423528014768567,1.6423422462584545,1.6424075427438884,1.6416140982649763,2.0326747091572006
NA,NA,NA,NA,NA,NA,NA,NA,NA
