beam 0,beam 1,beam 2,beam 3,beam 4,beam 5,beam 6,beam 7
0.5848708813858204,0.557843455289094,0.5594075968344121,0.5590425951849439,0.5590425951849439,0.5594075968344121,0.557843455289094,0.5848708813858204
0.5829524269309925,0.5772215828612224,0.5765969743638597,0.5765686523115549,0.5765686523115549,0.5765969743638597,0.5772215828612224,0.5829524269309925
0.5160696962397907,0.5076347943730197,0.5075276680394537,0.5073940908291062,0.5073940908291062,0.5075276680394537,0.5076347943730197,0.5160696962397907
0.5602951250822388,0.554396119005444,0.5533820207902805,0.5533023188672355,0.5533023188672355,0.5533820207902805,0.554396119005444,0.5602951250822388
0.5663385254823838,0.5699449099086338,0.5695276215588617,0.5693598638371422,0.5693598638371422,0.5695276215588617,0.5699449099086338,0.5663385254823838
0.6210463920841468,0.6352084789684884,0.6345297864997269,0.6344025995115252,0.6344025995115252,0.6345297864997269,0.6352084789684884,0.6210463920841468
0.7091140516135663,0.7502226777353758,0.7496721170253001,0.7494091398429673,0.7494091398429673,0.7496721170253001,0.7502226777353758,0.7091140516135663
0.4077912151435369,0.44659183573568895,0.44228659049695557,0.44226617386337175,0.44226617386337175,0.44228659049695557,0.44659183573568895,0.4077912151435369
