floor weight,floor dead load,floor live load,beam dead load,beam live load,leaning column dead load,leaning column live load
1135.6599999999999,110.0,60.0,2970.0,1620.0,6.499999999999886,0.01
1091.56,110.0,60.0,2970.0,1620.0,0.01,0.01
1091.56,110.0,60.0,2970.0,1620.0,0.01,0.01
1091.56,110.0,60.0,2970.0,1620.0,0.01,0.01
1091.56,110.0,60.0,2970.0,1620.0,0.01,0.01
1091.56,110.0,60.0,2970.0,1620.0,0.01,0.01
1266.58,140.0,75.0,3780.0,2025.0,0.01,0.01
