column 0,column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9
0.10841107482516829,0.1209286589823858,0.12058053139805659,0.1206532287293713,0.12064915702783295,0.12064915702783295,0.12065307511883239,0.12056870338656038,0.12077320511700702,0.10645128121593275
0.09001113952719611,0.1252018653210764,0.1256162570810996,0.12579188422558138,0.12579619015117063,0.12579619015117063,0.12579157700450355,0.12560550434337578,0.12502444514863323,0.08826474141349745
0.10478406112424817,0.13439698301607395,0.13642140199647743,0.13656944175023608,0.13658522399483122,0.13658522399483122,0.13656909790734476,0.1364090236523904,0.13419342802442075,0.10305422381029868
0.09918106594641571,0.1291289856548231,0.13177848420128901,0.1320191720425652,0.1320334707509332,0.1320334707509332,0.13201900012111953,0.13176730930732156,0.1289384966930395,0.0977770334092056
0.10362852823022595,0.1340798689308408,0.13748081442242355,0.13781101063599804,0.13782785102949646,0.13782804241559113,0.13781081924990338,0.137470670959407,0.13390168847671988,0.10248631621449254
0.0957531409777523,0.12113418670019632,0.1255170643786465,0.12593132707891005,0.1259499247672096,0.1259499247672096,0.1259311356928154,0.12550960032095507,0.121004618314117,0.09502616936816012
0.09560407210096487,0.10428371831170846,0.1092306613114301,0.10959844711516144,0.10962026303434087,0.10962026303434087,0.10959825572906678,0.10922472834249589,0.10419357546112741,0.09503835895598732
0.07649959333056945,0.08414353248290159,0.08912194388436033,0.08951881775647494,0.08954152500665845,0.08954152500665845,0.08951862637038029,0.08911888170684591,0.08409243239562954,0.07617637061514637
0.09848014325052976,0.11579659757085081,0.11904060608858345,0.11961158286716587,0.11961715817000299,0.11961715817000299,0.11961158286716587,0.11903748109468697,0.11573839455952857,0.09828561238047287
0.06689019748008304,0.059158429746929496,0.06493862142463014,0.06535883143611965,0.06539029263604056,0.06539029263604056,0.06535883143611965,0.06493901204886719,0.059140070407787584,0.06689019748008304
