beam 0,beam 1,beam 2,beam 3,beam 4,beam 5,beam 6,beam 7,beam 8
0.1721479283555008,0.17003149099139242,0.17028425197717664,0.17026935102972302,0.1702707893533845,0.17026846385676836,0.1703175478540336,0.1695691326459811,0.17132096157215734
0.15229247970847723,0.15262786494305672,0.1527113732251032,0.15271916312859515,0.15271726276630582,0.1527233228531534,0.15271058317729225,0.15243922301623497,0.14490256199641524
0.1621671287609571,0.1635346971121528,0.16370957699810282,0.16370994318581322,0.1637095096544901,0.16371283994344454,0.16372779093473064,0.16309203802839647,0.15104064613494386
0.15675414837238427,0.15901704765579117,0.15922318390039747,0.1592237315447605,0.15922256540607796,0.15922751547534647,0.15924405935588923,0.15859816078515795,0.1421562847215877
0.15703249656448826,0.15902206989559614,0.15927598437926818,0.15925931016135522,0.1592589177184436,0.15926855644380483,0.1592795873573121,0.15907159042575347,0.13935371561441875
0.14909484627071373,0.15262540485892617,0.1528728667584691,0.15287154455617688,0.15287091112861534,0.15287543327035752,0.152899888914584,0.15188939190401426,0.13342113627316657
0.143039446930538,0.14746148033103557,0.14769991309528255,0.14769584190128074,0.1476954936497221,0.14770318075372796,0.1476991095597261,0.14683830568275172,0.12759782401695763
0.16079681791963796,0.16520353539017968,0.165520669612785,0.16551612936385143,0.1655153458634314,0.16551878110477167,0.16553603768826616,0.16448348708603713,0.14626790499075773
0.14627893347893348,0.14360279247902397,0.14387565599326485,0.14382250723231274,0.14382787352488394,0.14383906382327918,0.14381503509144708,0.1438221783399677,0.13545734825734826
0.261431827711073,0.2761998856489422,0.27423762149799885,0.27446327425195344,0.27444253859348194,0.2744218029350105,0.2746474556889651,0.27268519153802173,0.287453249475891
