column 0,column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9
0.34749739270895674,0.19780542149109248,0.20483488659070373,0.20517634978487945,0.2051691959280909,0.2051691959280909,0.20517634978487945,0.20483488659070373,0.19780542149109248,0.34749739270895674
0.26873902250353926,0.16143362211321027,0.16784598617984467,0.16811507723939756,0.16811167225491297,0.16811167225491297,0.16811507723939756,0.16784598617984467,0.16143362211321027,0.26873902250353926
0.24809449944521464,0.15717247662838757,0.1635307842975415,0.16380842986536606,0.16380394654593172,0.16380394654593172,0.16380842986536606,0.1635307842975415,0.15717247662838757,0.24809449944521464
0.20290466897200365,0.13743583702156234,0.1429153073358914,0.14315196255460227,0.1431482264550737,0.1431482264550737,0.14315196255460227,0.1429153073358914,0.13743583702156234,0.20290466897200365
0.20899597999883518,0.13001927033297714,0.1347546003164276,0.13497243020041544,0.13496996020713048,0.13496996020713048,0.13497243020041544,0.1347546003164276,0.13001927033297714,0.20899597999883518
0.15484132757809524,0.10055484181457988,0.10339381148154825,0.1035995890029262,0.1035961141318528,0.1035961141318528,0.1035995890029262,0.10339381148154825,0.10055484181457988,0.15484132757809524
0.12002359747183608,0.09651412763096896,0.09855384045876375,0.09872454130319512,0.09872181528210534,0.09872181528210534,0.09872454130319512,0.09855384045876375,0.09651412763096896,0.12002359747183608
0.07015923901002682,0.08038992688072791,0.08119652345782562,0.08132449752001346,0.08131999411807163,0.08131999411807163,0.08132449752001346,0.08119652345782562,0.08038992688072791,0.07015923901002682
0.0600726840429643,0.07451090437138563,0.07422490152544692,0.07432160208418229,0.07431680685071414,0.07431680685071414,0.07432160208418229,0.07422490152544692,0.07451090437138563,0.0600726840429643
0.06821024230099482,0.105492765367154,0.10236175628114924,0.10277124553931231,0.10272513162703416,0.10272513162703416,0.10277124553931231,0.10236175628114924,0.105492765367154,0.06821024230099482
