beam 0,beam 1,beam 2,beam 3,beam 4,beam 5,beam 6,beam 7,beam 8
0.5701172295958413,0.5534766832860968,0.5547241396980975,0.5546146859193084,0.5546204759063839,0.5546146859193084,0.5547241396980975,0.5534766832860968,0.5701172295958413
0.5049779816004761,0.5012157482486228,0.5012311919826765,0.5012490195105846,0.5012324658932414,0.5012490195105846,0.5012311919826765,0.5012157482486228,0.5049779816004761
0.5254398270433224,0.5263135108427307,0.5266569148594804,0.5266188938819923,0.5266083629313362,0.5266188938819923,0.5266569148594804,0.5263135108427307,0.5254398270433224
0.501620793877208,0.5072038646903787,0.5075119634439151,0.5074666392345629,0.5074514979911731,0.5074666392345629,0.5075119634439151,0.5072038646903787,0.501620793877208
0.5041943546143552,0.5052844526761949,0.5055594297708412,0.5054097101966429,0.5053834669343401,0.5054097101966429,0.5055594297708412,0.5052844526761949,0.5041943546143552
0.4879467466846001,0.5003107259385097,0.5007021049748103,0.5006379776356203,0.5006245264750531,0.5006379776356203,0.5007021049748103,0.5003107259385097,0.4879467466846001
0.47174087339082627,0.49131723981483216,0.49160886267512416,0.49153766939637816,0.49151413896030616,0.49153766939637816,0.49160886267512416,0.49131723981483216,0.47174087339082627
0.43875315687690164,0.4579109199846438,0.45860953737079924,0.4585382769716605,0.4585244875967173,0.4585382769716605,0.45860953737079924,0.4579109199846438,0.43875315687690164
0.4682931230404368,0.489307813666257,0.49036011209630115,0.4899297745327065,0.4898936123898658,0.4899297745327065,0.49036011209630115,0.489307813666257,0.4682931230404368
0.7095483236550119,0.6984842455476672,0.6827015855367243,0.6822065145806164,0.6819683248297951,0.6822065145806164,0.6827015855367243,0.6984842455476672,0.7095483236550119
