column 0,column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9
0.08734668288070206,0.12933853100083204,0.12914122025219213,0.12918377565028208,0.12917982126113745,0.12917982126113745,0.12918394757172774,0.12913228033701818,0.12916867261252685,0.0854828060168252
0.069321480346849,0.118744667288114,0.11908526194345993,0.11920168335131784,0.11920495457166722,0.11920510818220613,0.11920168335131784,0.11907819585867,0.11858491232764568,0.0679046732326686
0.07828914105417564,0.1283670307629467,0.129677759558431,0.12979715922383542,0.1298065822827792,0.1298065822827792,0.12979733114528108,0.1296703669362679,0.12819889158909803,0.07696982544914575
0.07553407255134635,0.12328539496618378,0.1250544955042049,0.12523429131155053,0.12524299574930106,0.12524299574930106,0.12523446323299617,0.12504830633216138,0.1231373706014765,0.07449305008175246
0.10810934212144652,0.1287503348917694,0.1310858725031463,0.1313354825366035,0.1313451181356857,0.1313451181356857,0.13133567392269815,0.13108051369249607,0.12861904403083818,0.10690734998795748
0.10454235340395744,0.09181543375438454,0.09385994081270699,0.0940637205090543,0.09407072020166345,0.09407072020166345,0.09406387275568165,0.09385613464702308,0.09173519978176761,0.10368455468461468
0.09556835934404119,0.11275182398130817,0.11602570311083946,0.11629783457909172,0.11630853781216914,0.11630853781216914,0.11629783457909172,0.11602224170550889,0.11267026461820676,0.09493189535944788
0.06715443556025043,0.10052063713368192,0.10395316335101544,0.10423513572778739,0.10424764396584757,0.10424764396584757,0.10423537644686341,0.10395099687933124,0.10047056756586895,0.06685816838112162
0.08523868626128385,0.09033489156095584,0.09261570499572189,0.09297831824592254,0.09296979265586362,0.09296979265586362,0.09297831824592254,0.09261539425625517,0.09030537131161849,0.08500255076012309
0.12390283725844037,0.09696880768227648,0.10524507367170613,0.10503837239824718,0.10502025653660112,0.10502025653660112,0.10503837239824718,0.10524507367170613,0.0969515242117556,0.12377548272477149
